,id_EXIST,lang,tweet,hard_label_task1,soft_label_task1,original
200017,200017,en,<adv> <cardinal> <org> <nor> work woman get assault home work also would give government ability track anyone reason,1,0.6666666666666666,@Geek_Pride @kathrynstimpson @medicalpoke @EverydaySexism Wouldn't work for women who get assaulted at home or work. Also would give the government the ability to track anyone for any reason.
200018,200018,en,february 28 2022 daily mail website voyeuristic ally describe 2 people <left_double_quote> plant <left_double_quote> amp 29 <left_double_quote> show <left_double_quote> <hashtag_start> daily mail <hashtag_end> <hashtag_start> everyday sexism <hashtag_end> <hashtag_start> misogyny <hashtag_end>,1,0.6666666666666666,"February 28, 2022: Daily Mail website voyeuristically describes 2 people as ""flaunting"" &amp; 29 as ""showing off"". #dailymail #everydaysexism #misogyny"
200019,200019,en,sorry feminist rage old white man praise two female woman colour elite fucking athlete smile roger federal get tell <left_single_quote> nice be <right_single_quote> win <hashtag_start> everyday sexism <hashtag_end> <url>,1,1.0,Sorry. My feminist rage at the old white man praising the two female women of colour and ELITE FUCKING ATHLETES on their smiles. Does Roger Federer get told ‘Nice arse’ when he wins?! #everydaysexism https://t.co/5emqIpOJ4Q
200020,200020,en,create comic sexism science <right_single_quote> lot spare time like doodle check blog post <noun> <hashtag_start> eu blog <hashtag_end> <hashtag_start> eu22 <hashtag_end> <hashtag_start> really happen <hashtag_end> <hashtag_start> thr <hashtag_end> <hashtag_start> everyday sexism <hashtag_end> <url>,1,0.8333333333333334,Why do we create comics about sexism in science? It’s not just because we have a lot of spare time or like to doodle… Check out our blog post for @EuroGeosciences #EGUblogs #EGU22 #DidThisReallyHappen #DTHR #EverydaySexism https://t.co/XFHSn0VKs2
200021,200021,en,ever get mad ex send gamer gate misogynist memes 60 million fish follower <url>,1,1.0,you ever get so mad at your ex you send gamergate misogynist memes about about her to your 60 million fash followers https://t.co/TO1Br7kDJp
200022,200022,en,word game journ industry basically know entire time complicity right think face gotta something misogynistic gamer gate boogeyman <url>,1,0.8333333333333334,"In other words; the games journo industry, who basically knew the entire time, are complicit? That can't be right. 🤔It's gotta be something to do with the misogynistic gamergate boogeymen. https://t.co/ql4UsT7UHI"
200023,200023,en,<punct> really shit game journalist remember start tail end gamer gate cl own developer use unity past honestly a while since close follow hard pick specific example,0,0.16666666666666666,"@JavedLSterritt He's really shit on games journalists, from what I remember starting at the tail end of gamergate. He's clowned on developers that used Unity in the past. It's honestly been awhile since I've closed followed its hard to pick out specific examples"
200024,200024,en,low key fr create incredible hulk tv show gonna first marvel wanted right gamer gate tudes need stop <url>,0,0.16666666666666666,"Low key, she was fr created because the Incredible Hulk tv show gonna do it first and Marvel wanted them rights. But these gamergate dudes need to stop. https://t.co/ssh1FlyjuR"
200025,200025,en,one important course undervalue piece ever publish combat white supremacy fascism <url>,0,0.0,"One of the most important (and of course, undervalued) pieces ever published on combatting white supremacy and fascism.https://t.co/mjiYw3q1Di"
200026,200026,en,<noun> especially weird alt right youtube old bread tube reaction rw gamer gate content,0,0.0,"@HKesvani It's especially weird because the alt-right on YouTube is older than Breadtube, which was a reaction to RW gamergate content."
200027,200027,en,<org> well kind shoot foot inject political driver entertainment push stress escape impression people strip release <eclipses> thus spawn movement like gamer gate comic gate etc <eclipses> people push back c,0,0.3333333333333333,"@Women_Truths Well, they're kind of shooting themselves in the foot by injecting political drivel into entertainment. By pushing stress into escapism, you impassion people by stripping them of their release...thus spawning movements like GamerGate, ComicsGate, etc... People pushing back. (c)"
200028,200028,en,<org> <prop> <org> even know tf know part whole gamer gate shitstorm back 2015,0,0.16666666666666666,@Argumentaleon @BlazingTamaki @ColdCriti I don't even know who tf they are. Only know they were part of the whole gamergate shitstorm back in 2015.
200029,200029,en,person live game gate new generation in cell pitching <hashtag_start> horizon forbidden west <hashtag_end> ally peach buzz hairy russian futanari sit dick nipple mental addict brother fight give ally beard huge cock,1,0.8333333333333334,"as a person who lived through gamergate, these new generation incels bitching about #HorizonForbiddenWest Aloy's peachfuzz is not what I or my hairy russian futanari with shitting dick nipples hentai addicted brothers were fighting for.Give Aloy a beard and a huge cock."
200030,200030,en,anita asset damn consider vs gamer gate one big spectacle <url>,1,0.8333333333333334,Anita as an asset? Damn I should've considered that. Her vs gamergate was one big spectacle https://t.co/x2k5KDnUt2
200031,200031,en,<noun> want get 2014i want get game gate wild ride <url>,0,0.0,@punishedmother I WANT TO GET OFF 2014I WANT TO GET OFF GAMERGATE'S WILD RIDE https://t.co/uJySrr4Gsr
200032,200032,en,<prop> <x> pick me <left_double_quote> like girl like gamer gate <left_double_quote> back day whole <left_double_quote> leave leave become reactionary uw u <left_double_quote> arc stop profitable come back <left_double_quote> oh do vote leave u guy <left_double_quote> never go back,1,0.6666666666666666,"@datrealsam @HeyItsVadim She was a pickme ""I'm not like other girls, I LIKE gamergate"" back in the day and did the whole ""why I'm leaving the left and becoming a reactionary uwu"" arc, then when that stopped being profitable she came back to ""oh noes I'm totes on the left u guyz"" but never went back on"
200033,200033,en,<prop> dummy try bring back game gate spending time wait table pretend know stuff <url>,0,0.16666666666666666,@QuarantinedCoof the dummy who tried bringing back gamergate is spending his time off from waiting tables pretending to know stuff.https://t.co/TNmF65RLOg
200034,200034,en,still try g rift gamer gate money call <left_double_quote> terminally online <left_double_quote> <url>,0,0.16666666666666666,"They still trying to grift that GamerGate money aren't they?This is what I call, ""terminally online"". https://t.co/YRfUsbteex"
200035,200035,en,<org> oh god wu still game gate shit bloody hell inside brain must stop,1,0.6666666666666666,"@GMShivers Oh my god, is Wu STILL on this gamergate shit? bloody hell, the inside of her brain must be slop by now."
200036,200036,en,<num> <num> know movement <left_double_quote> hat woman <left_double_quote> see lot support go woman sexually harass lot call punishment involve especially journalist know keep hidden year even gamer gate,0,0.5,"@belet_seri @CthuhluRisen You know for a movement that's about ""hating women"" I've seen a lot of support go out to the women who were sexually harrassed and a lot of them call for punishment of those involved, especially the journalists who know and kept it hidden for years even during gamergate"
200037,200037,en,talk game without bring twitter drama gamer gate bullshit use love jan garbage kid,0,0.0,It will just talk about games without bring twitter drama and gamergate bullshit into it any more but I used to love Jan Garbarek as a kid.
200038,200038,en,russian bot monitor situation involve gamer gate,0,0.0,The Russian bots are monitoring the situation involving Gamergate
200039,200039,en,amaze <nor> know anyone might hesitant immediately fell love start discuss <left_double_quote> gamer gate <right_double_quote> <url>,0,0.16666666666666666,"It was amazing, @cliftonaduncan, and I know that anyone who might have been hesitant immediately fell in love with you when we started discussing “gamergate”! https://t.co/SLn7HMc5HU"
200040,200040,en,<gpe> rage issue manifest internet addiction least start outwardly game gate die need new fix already view trans people become new vessel anger need help,0,0.3333333333333333,"@oliophi You have rage issues that manifest in an internet addiction. It at least started outwardly during gamergate and when that died you needed a new fix, you already had your views on trans people but we became the new vessel for your anger.You need help."
200041,200041,en,recently verbally harass <nor> say 5 <right_single_quote> 2 <right_single_quote> pitch i <right_single_quote> like clarify true mean,1,0.6666666666666666,recently i was verbally harassed by @nathansmokee when he said i was 5’2 and don’t have any bitchesi’d like to clarify this is true but very mean
200042,200042,en,<noun> <gpe> argue sexually harass online bc happen,1,0.6666666666666666,@CharmedDegen @garddensong argue that you can be sexually harassed online? bc I've had it happen?
200043,200043,en,cant believe twitter user harass mit ski ask use flash photography concert man swear god hate fifteen year old im rich famous see single phone im breaking,1,0.5,Cant believe twitter users harassed mitski because she asked them to not use flash photography at her concerts man i swear to god i hate fifteen year olds when im rich and famous if i see a single phone im breaking it
200044,200044,en,<org> <org> <org> <org> bro harass,0,0.3333333333333333,@okhvii @jouwswa @Ninja @CouRageJD Bro you just harassed him
200045,200045,en,two completely different situation teacher broken fight simpson go bag pull handgun fire simpson claim harassed police state gang relate good try dice <url>,0,0.16666666666666666,"No two completely different situations, teacher had broken up the fight, it was over. Simpkins went to his bag, pulled out his handgun and fired. Simpkins claimed he was being harassed but the police have stated this was gang related. So good try but no dice. https://t.co/PxpO2CCiN3"
200046,200046,en,wheel time get trailer release amazon look horrible go try soften blow get down vote harass say look like cw show lol <hashtag_start> get <hashtag_end> <hashtag_start> game throne <hashtag_end> <url> <url>,0,0.16666666666666666,"Wheel of time got a trailer released for amazon that looks horrible, went in to try and soften the blow, got downvoted and harassed by them for saying it looks like a CW show lol #GoT #GameofThrones https://t.co/OhgdlRVZR8 https://t.co/7YbMkZ29cM"
200047,200047,en,<org> please <hashtag_start> ban porn inst gram <hashtag_end> kid amp teen harass account adult ask <hashtag_start> sex <hashtag_end> amp <hashtag_start> naked picture <hashtag_end>,1,0.5,"@InstagramComms Please #BanAllPornOnInstagram ?There, Are Kids &amp; Teens That Are Being Harassed On, Their Accounts From, Adults Asking For #Sex &amp; #NakedPictures"
200048,200048,en,<noun> <noun> serious hardcore <hashtag_start> passage <hashtag_end> groupe ja invite ecuador embassy stalk harass bullied journalist member public critical ja go rogue trump election leak huge trove <hashtag_start> wiki leak <hashtag_end> chat logs mica lee intercept,0,0.0,"@TheLlamaFiles @hazelpress A serious hardcore #Assange groupie who JA invited to the Ecuador Embassy. Stalked, harassed and bullied journalists and members of the public who were critical of JA. Went rogue after Trump election and leaked a huge trove of #Wikileaks chat logs to Micah Lee at the Intercept"
200049,200049,en,<gpe> <noun> <prop> <verb> would matter anyone abuse harass one yet another bogus claim guy reliable statistic research proof unless bullshit post wait retraction apology <url>,1,0.5,"@AlexVickeryHowe @SteveBoyd0704 @neiljmcevoy @Therumblebear That would matter if anyone was being abused or harassed. But no one was, so it's just yet another bogus claim from a guy with no reliable statistics, research, or proof.Unless you have more bullshit to post, I'll be waiting for your retraction and apology. https://t.co/l7JnSToWxp"
200050,200050,en,<adv> link full comment <url> trans girl harass ton edit screenshot point delete post entirely i suggest delete,1,0.5,@yo_its_simba Here's the link to the full commenthttps://t.co/jyK30AdYqaShe was a trans girl and was harassed a ton for that edited screenshot to the point of deleting the post entirelyI'd suggest deleting this
200051,200051,en,<gpe> <x> <noun> <noun> safety know frequently trans woman sexually harass despite avoid public restroom still pretty bad,1,0.6666666666666666,"@multimultatuli @McKittenCat @BrynnTannehill @MargaretAtwood How is it not about safety? Do you know how frequently trans women are sexually harassed? Despite most of them avoiding public restrooms, it's still pretty bad."
200052,200052,en,<prop> <noun> <org> <noun> <x> place like europe muslim make hostile live peacefully make way govt dutch friend get spat harass walk dog neighborhood live get bad force move,1,0.6666666666666666,"@KittyBatSasha @misesinst @thisgirl_13 @PanvidyaMagnus @Mayor_McCheeze_ In other places like Europe, there are Muslims who made it hostile to live peacefully and some made their way into govt. I have a Dutch friend who got spat on and harassed while walking her dog. The neighborhood she lived in got so bad she was forced to move"
200053,200053,en,anyway say thread handful ppl follow care everyone else say whatever really <right_single_quote> care anymore many good ppl harass felt need leave but fandom <right_single_quote> let get,0,0.0,"Anyway, as I said up this thread is for the handful of ppl that follow me that will care. For everyone else you can do/say whatever about me I really don’t care anymore. Too many good ppl have been harassed or felt the need to leave bcuz of this fandom. I won’t let them get to me"
200054,200054,en,poor waiter harass six 30 something woman feel bad,0,0.3333333333333333,this poor waiter being harassed by six 30-something women i feel bad for him
200055,200055,en,<prop> happy hopefully resign expelled woman <right_single_quote> harass abuse know <right_single_quote> able harm,0,0.5,@AveryTheComrade I am so happy. Hopefully now he will resign or be expelled. And the women he’s harassed and abused can know he won’t be able to do any more harm
200056,200056,en,<org> harass news team cop protester,0,0.16666666666666666,"@cmaconthehill Who harassed the news team, the cops or the protester?"
200057,200057,en,<verb> <adp> understand try nice stuff hope give block button love tool help make comfortable social medium enjoy harass see content like,0,0.16666666666666666,@Shxrman1 @Josh_SilentHill I understand you're trying to be nice and stuff. I hope you give that block button more love because it's a tool that helps make you more comfortable on social media and enjoy not being harassed or seeing content you don't like.
200058,200058,en,<noun> <org> give chance prove belong top woman harass therefore lot see career worth pursue ing people want scrum team equal skill minority find waste time care,1,0.6666666666666666,"@subrozabackward @OnFireSemmler You're given the same chance if you prove you belong at the top. Women is harassed and therefore a lot don't see it as a career worth pursueing. Most people just want to scrim against a team of equal skill, only a Minority finds it to be a waste of time. Most don't care."
200059,200059,en,journalist continue attack harassed taliban late victim qa be <url> <hashtag_start> press freedom <hashtag_end>,0,0.16666666666666666,Journalists continue to be attacked and harassed by the Taliban. Their latest victim is Qais.https://t.co/23csDq8sKE #pressfreedom
200060,200060,en,<org> situation completely different fear seek help ex husband stalked harass still abusive etc scar would use weapon file ro w defamatory allegation judge tell fk,1,0.8333333333333334,"@T_Giarratano My situation is completely different But I feared seeking help because my ex-husband stalked /harassed, is still abusive, etc.. and I was scared he would use it as a weapon against me, which he does He filed a RFO, w/ defamatory allegationsjudge told him Fk off - again"
200061,200061,en,<pron> <noun> people mg to w group propagate myth actually address gender issue sit bubble screen thing understand short actually know talk,1,0.6666666666666666,"@X95Boy @DynamoSuperX the only people who do this are MGTOW groups who propagate these myths so they don't actually have to address gender issues and sit in their bubble and screech about things they don't understand, so in short, you don't actually know what you're talking about"
200062,200062,en,<org> <noun> <org> mg to w thought talk woman work construction,1,0.8333333333333334,@_Rian_Stone @bellumjustum @DaveJon48696550 MGTOW's? I thought we were talking about women working construction!
200063,200063,en,<noun> get kind 80 woman go 20 men ignore rest accord statistic 3 date apps <right_single_quote> pain point men hat woman really main component in cel <right_single_quote> difference mg to w in cel,1,0.8333333333333334,"@LibertyAnders I get it.. kind of. 80% of women are going after about 20% of men and ignoring the rest according to statistics of 3 dating apps. so that’s a pain point for some men, but Is hating women really a main component to being an incel? And what’s the difference between MGTOW and Incel?"
200064,200064,en,<noun> mg to w ka india wing bhi hai kya yes would need traction back i pro male mandolin ki reach ba hut kam hai imo,0,0.0,"@jyotitiwari05 MGTOW ka India Wing bhi hai kya, if Yes then They would need more traction. Baaki Pro-Male Andolan ki reach bahut kam hai IMO."
200065,200065,en,mr a mg to w in cel crowd double online woman hat an try usually woman turn c home run hide prison church get find new career qr be than ity abuse people <url>,1,0.8333333333333334,Now the MRA/MGTOW/INCEL crowd will double up on their online woman-hating angries.Because it's usually Women who turn these chomos in. Who then run and hide in the prison church. Then get out and find a new career in Qristianity. And abuse people again. https://t.co/OIIkwtU8ND
200066,200066,en,black fem cell nig cell hotel vest or femininity nut black luxury ppl black mg to w amp online group fascinate lol the way twist legitimate idea abt race oppression fit cat astro phi king worldview inform behavior lead back w,1,0.6666666666666666,"black femcels, nigcels, hoteps, d!vestors, femininity nuts, black luxury ppl, black mgtow &amp; other online groups fascinate me LOLthe way they twist legitimate ideas abt race and oppression to fit their catastrophizing worldview + inform behavior that leads them back to ws is…"
200067,200067,en,950 be mom dad also way mg to w jp follower know make relationship stable always way big reason stable marriage previous generation get married early <url>,0,0.3333333333333333,950 IQs Mom and Dad also have no way out. These MGTOW JP followers do not know what makes relationships stable. It is not always NO WAY OUT.Biggest reason for stable marriages in previous generation is that they got married early. https://t.co/lZblLGyFeL
200068,200068,en,<verb> <verb> look mr a mg to w <url>,0,0.16666666666666666,@LeeSpring_ @datoncefromthad I had to look up MRA and MGTOW. What???? https://t.co/asTGY5ARUc
200069,200069,en,<verb> know anything ever grow mg to w movement know make men who early 30 refuse put ups down relationship,1,0.5,@EagleAvenging If you know anything about the ever-growing MGTOW movement You know that it is made up of menwho are in their early 30s who refuse to put up with the ups and downs of being in A relationship
200070,200070,en,<prop> hard time deal pervasiveness mi sandy society see shit like time make check appeal everyday <hashtag_start> mg w <hashtag_end> way suicide way,0,0.3333333333333333,"@PhilMitchell83 I'm having a hard time dealing with the pervasiveness of misandry in society. Seeing shit like that all the time makes checking out more and more appealing everyday. (The #MGTOW way, not the suicide way)"
200071,200071,en,international men day <hashtag_start> international men day <hashtag_end> <hashtag_start> mens right <hashtag_end> <hashtag_start> men <hashtag_end> <hashtag_start> men ist <hashtag_end> <hashtag_start> men <hashtag_end> <hashtag_start> anti feminism <hashtag_end> <hashtag_start> equality <hashtag_end> <hashtag_start> feminism <hashtag_end> <hashtag_start> <hashtag_end> <hashtag_start> mg w <hashtag_end> <hashtag_start> mr <hashtag_end> <hashtag_start> masculinity <hashtag_end> <hashtag_start> mens day <hashtag_end> <hashtag_start> men be m <hashtag_end> <hashtag_start> anti feminist <hashtag_end> <hashtag_start> boys <hashtag_end> <hashtag_start> positively <hashtag_end> <hashtag_start> pro masculinity <hashtag_end> <hashtag_start> male positively <hashtag_end> <hashtag_start> boy positively <hashtag_end> <hashtag_start> saw <hashtag_end> <hashtag_start> ana ant <hashtag_end> <hashtag_start> saw want e <hashtag_end> <url>,1,0.8333333333333334,international men's day#internationalmensday #mensrights #mentoo #meninist #men #antifeminism #equality #feminism #himtoo #mgtow #mra #masculinity #mensday  #meninism #antifeminist #boys  #positivity #promasculinity #malepositivity #boypositivity #sawan #anaant #sawanwankhade https://t.co/kutWOHf38A
200072,200072,en,<prop> <left_double_quote> <left_double_quote> key word mine lol minority also generalize in cell say in cel mg to w culture get close black community may in cell road line thinking could take,0,0.16666666666666666,"@ruchard3241 ""Some"" is a key word in mine LOL. It wasn't a minority, and I also didn't generalise them as incels. I said that incel and MGTOW culture is getting close to the Black community, because they may not be incels, but it's a road, and their line of thinking could take them there."
200073,200073,en,<left_double_quote> alpha male <left_double_quote> movement something like mg to w,0,0.3333333333333333,"Is ""Alpha Male"" a movement? Something like MGTOW??"
200074,200074,en,sou base ria red pill mg to w black pile do rio patrick baseman kanye west drive 2011 blade runner ma judo be so ironic a ment,0,0.0,sou based cria redpill mgtow blackpilado frio patrick bateman kanye west drive (2011) blade runner mas tudo isso ironicamente
200075,200075,en,<prop> <noun> <noun> <noun> <noun> woman already suffer sexual contact much consensual point earlier hold men standard oh right one mg to w arrested adolescent,1,0.6666666666666666,"@jwalverson10 @Keds1250878727 @rpcommunication @tribelaw @CNN Women already suffer for sexual contact. Much of it is not consensual, as was pointed out earlier.Why not hold men to the same standard?Oh, right -- you're one of those MGTOW arrested adolescents"
200076,200076,en,another article month one controversial deal mg to w <eclipses> hate speech hate woman dangerous check answer post <eclipses> <url>,1,0.6666666666666666,I have another article this month! This one will be controversial because it deals with MGTOW... Is it hate speech? Do they hate women? Are they dangerous? Check the answers in this post... https://t.co/HrP9YstClw
200077,200077,en,date man inherently racist cause date oppression roll floor laugh face tear joy fuck idiot think get stork drop lol wonder men subscribe idea mg to w dumb ship like far leftist lunatic ff <url>,1,0.5,so dating a man is inherently racist cause you are dating your oppressor? 🤣😂 how do these fuckin idiots think they all got here? a stork dropped them off? lol  you wonder why men subscribe to the idea of MGTOW is because of dumb shits like that far leftist lunatic ..ffs https://t.co/DgFpb8XCKr
200078,200078,en,<prop> <left_double_quote> men <right_single_quote> responsible action woman drive murder perfect logic violence answer due physical superiority <right_double_quote> mg to w in cel probably,1,1.0,"@OhNoSheTwitnt “Because men aren’t responsible for their actions. Women drive them to murder and in their perfect logic, violence is the only answer due to their physical superiority.”—an mgtow or incel, probably."
200079,200079,en,thank promote mg to w <hashtag_start> marriage strike <hashtag_end> <url>,0,0.0,Thank you for promoting MGTOW #MarriageStrike https://t.co/Sfo7QB1afx
200080,200080,en,<noun> <prop> step 1 01 black pill mg to w in cel 21st century <left_double_quote> bro ho <left_double_quote> playbook chapter one dating survival guide on go detail taste wa aaaa after argument starter,0,0.5,"@itsallbollocks @hunkybloodydory We ALL do Steph. It's 1.01 black pill, MGTOW incel 21st century ""Bro's Before Ho's"" playbook chapter one dating survival guideDON'T go into DETAIL about the TASTE of the WAAAAAATER. It's an Argument Starter!"
200081,200081,en,<noun> <noun> well <hashtag_start> men <hashtag_end> avoid face become baseball glove every man interest bring back heterosexual s use nice product without gay trans mock heterosexual s look,0,0.5,"@TerfStation @LabelFreeBrands Well, #notallmen. Avoiding your face becoming a baseball glove should be in every man's interest.Bring back the metrosexuals! You can use nice products without being gay or Trans!We mocked the metrosexuals, now look what have"
200082,200082,en,story not all men share <right_single_quote> <right_single_quote> recognise mace legislation tweet s tell men listen honestly <right_single_quote> matter start mat do know okay,0,0.16666666666666666,What are your stories notallmen as we share ours and you’re in them. If you don’t recognise yourselves then mace and legislation or your tweets telling other men to listen honestly don’t matter. It starts with you. What have you and your mates done that you now know is not okay?
200083,200083,en,<org> <x> <org> <org> co <right_single_quote> happen trans woman verify outlet <right_single_quote> <hashtag_start> men <hashtag_end> <right_single_quote> <hashtag_start> trans woman <hashtag_end> either men get castrate co <right_single_quote> stop rap simply educate people rape bad instead beat face smile eye thumb,1,0.6666666666666666,@Jojobajojoba123 @Pabel5Pabel @lazyjoolz @reallorraine Cos it doesn’t happen and if it does why should all trans women be vilified for the few outliers? If it’s #notallmen then it’s #notalltranswomen too. Either all men get castrated cos they can’t stop raping or we simply just educate people that rape is bad instead😁👍
200084,200084,en,reply <left_double_quote> <right_single_quote> man go therapy <right_double_quote> follow joke miss mark <hashtag_start> men <hashtag_end> <hashtag_start> woman <hashtag_end>,1,0.6666666666666666,In before the replies of- “I’m a man who goes to therapy”- Follow up jokes that miss the mark- #NotAllMen- #NotAllWomen
200085,200085,en,patriarchal world woman job yet live men <hashtag_start> men <hashtag_end>,1,0.8333333333333334,It's patriarchal world. Women can have no job yet can live on her own. Not  men. #NotAllMen
200086,200086,en,<noun> remember time lewis accuse <cardinal> enough racism come <hashtag_start> men <hashtag_end> kind response roll floor laughing,0,0.3333333333333333,@formulamaja Remember the time Lewis accused @f1 of not doing enough about racism and he came up with a #NotAllMen kind of response? 🤣
200087,200087,en,person put pronoun bio chant twa w say <hashtag_start> men <hashtag_end> <left_single_quote> anti <right_single_quote> anyone <right_single_quote> recognise order address entrench misogyny abuse violence inflict woman recognise sex <hashtag_start> sex matter <hashtag_end>,1,0.8333333333333334,"Any person putting pronouns in their bio and chanting TWAW is saying #NotAllMen. This is not ‘anti’ anyone - it’s recognising that in order to address the entrenched misogyny, the abuse and violence that is inflicted on women we have to recognise sex. #sexmatters"
200088,200088,en,<hashtag_start> men <hashtag_end> penis woman vagina not folk ascribe binary,0,0.3333333333333333,#NotAllMen have a penis. Not all women have a vaginaNot all folks ascribe to the binary
200089,200089,en,<verb> still like wow guy still publicly say shit 2022 clearly small swimmer hope need quash immediately queue not all men brigade face roll eye,1,0.5,"@BonfireBlaze Why am I still like 'wow, guys STILL publicly say this shit in 2022'??? Clearly there's some small glimmer of hope in me that needs to be quashed immediately. Queue the notallmen brigade🙄"
200090,200090,en,also good explanation privilege blind person oppression they feel disadvantaged predator op pers sort look act exactly like would amp feel threatened accusation possibly good intention e g <hashtag_start> men <hashtag_end> <url>,0,0.5,"This is also a very good explanation for why privilege can blind a person to oppressionThey do not feel disadvantaged because the predators/opperssors look/act exactly like they would, &amp; so feel threatened by accusations possibly because they have good intentions e.g #notallmen https://t.co/zDVaQVAXAj"
200091,200091,en,not all men not all men female single sex space service amp safeguard exclude male except v small accompany boys male like dont come label amp apart layer moran cant see inside soul mixed sex open men <url>,1,0.6666666666666666,"notallmen are notallmen !Female single sex spaces, services &amp; safeguards exclude all males, except for v small accompanied boys, because some males are like that. They dont come with labels &amp; apart from LaylaMoran, we cant see inside their soulsmixed sex = open to all men https://t.co/5FHVSDZTJo"
